model,scope,condition,metric,permutation,value
R3-I1,oracle1,observed,inversions,10,5.536995515695067
R3-I1,oracle1,observed,inversions,11,5.536995515695067
R3-I1,oracle1,observed,inversions,12,5.536995515695067
R3-I1,oracle1,observed,inversions,13,5.536995515695067
R3-I1,oracle1,observed,inversions,14,5.536995515695067
R3-I1,oracle1,observed,inversions,15,5.536995515695067
R3-I1,oracle1,observed,inversions,16,5.536995515695067
R3-I1,oracle1,observed,inversions,17,5.536995515695067
R3-I1,oracle1,observed,inversions,18,5.536995515695067
R3-I1,oracle1,observed,inversions,19,5.536995515695067
R3-I1,oracle1,observed,inversions,20,5.536995515695067
R3-I1,oracle1,observed,inversions,21,5.536995515695067
R3-I1,oracle1,observed,inversions,22,5.536995515695067
R3-I1,oracle1,observed,inversions,23,5.536995515695067
R3-I1,oracle1,observed,inversions,24,5.536995515695067
R3-I1,oracle1,observed,inversions,25,5.536995515695067
R3-I1,oracle1,observed,inversions,26,5.536995515695067
R3-I1,oracle1,observed,inversions,27,5.536995515695067
R3-I1,oracle1,observed,inversions,28,5.536995515695067
R3-I1,oracle1,observed,inversions,29,5.536995515695067
R3-I1,oracle1,observed,inversions,30,5.536995515695067
R3-I1,oracle1,observed,inversions,31,5.536995515695067
R3-I1,oracle1,observed,inversions,32,5.536995515695067
R3-I1,oracle1,observed,inversions,33,5.536995515695067
R3-I1,oracle1,observed,inversions,34,5.536995515695067
R3-I1,oracle1,observed,inversions,35,5.536995515695067
R3-I1,oracle1,observed,inversions,36,5.536995515695067
R3-I1,oracle1,observed,inversions,37,5.536995515695067
R3-I1,oracle1,observed,inversions,38,5.536995515695067
R3-I1,oracle1,observed,inversions,39,5.536995515695067
R3-I1,oracle1,observed,inversions,40,5.536995515695067
R3-I1,oracle1,observed,inversions,41,5.536995515695067
R3-I1,oracle1,observed,inversions,42,5.536995515695067
R3-I1,oracle1,observed,inversions,43,5.536995515695067
R3-I1,oracle1,observed,inversions,44,5.536995515695067
R3-I1,oracle1,observed,inversions,45,5.536995515695067
R3-I1,oracle1,observed,inversions,46,5.536995515695067
R3-I1,oracle1,observed,inversions,47,5.536995515695067
R3-I1,oracle1,observed,inversions,48,5.536995515695067
R3-I1,oracle1,observed,inversions,49,5.536995515695067
R3-I1,oracle1,observed,inversions,50,5.536995515695067
R3-I1,oracle1,observed,inversions,51,5.536995515695067
R3-I1,oracle1,observed,inversions,52,5.536995515695067
R3-I1,oracle1,observed,inversions,53,5.536995515695067
R3-I1,oracle1,observed,inversions,54,5.536995515695067
R3-I1,oracle1,observed,inversions,55,5.536995515695067
R3-I1,oracle1,observed,inversions,56,5.536995515695067
R3-I1,oracle1,observed,inversions,57,5.536995515695067
R3-I1,oracle1,observed,inversions,58,5.536995515695067
R3-I1,oracle1,observed,inversions,59,5.536995515695067
R3-I1,oracle1,observed,inversions,60,5.536995515695067
R3-I1,oracle1,observed,inversions,61,5.536995515695067
R3-I1,oracle1,observed,inversions,62,5.536995515695067
R3-I1,oracle1,observed,inversions,63,5.536995515695067
R3-I1,oracle1,observed,inversions,64,5.536995515695067
R3-I1,oracle1,observed,inversions,65,5.536995515695067
R3-I1,oracle1,observed,inversions,66,5.536995515695067
R3-I1,oracle1,observed,inversions,67,5.536995515695067
R3-I1,oracle1,observed,inversions,68,5.536995515695067
R3-I1,oracle1,observed,inversions,69,5.536995515695067
R3-I1,oracle1,observed,inversions,70,5.536995515695067
R3-I1,oracle1,observed,inversions,71,5.536995515695067
R3-I1,oracle1,observed,inversions,72,5.536995515695067
R3-I1,oracle1,observed,inversions,73,5.536995515695067
R3-I1,oracle1,observed,inversions,74,5.536995515695067
R3-I1,oracle1,observed,inversions,75,5.536995515695067
R3-I1,oracle1,observed,inversions,76,5.536995515695067
R3-I1,oracle1,observed,inversions,77,5.536995515695067
R3-I1,oracle1,observed,inversions,78,5.536995515695067
R3-I1,oracle1,observed,inversions,79,5.536995515695067
R3-I1,oracle1,observed,inversions,80,5.536995515695067
R3-I1,oracle1,observed,inversions,81,5.536995515695067
R3-I1,oracle1,observed,inversions,82,5.536995515695067
R3-I1,oracle1,observed,inversions,83,5.536995515695067
R3-I1,oracle1,observed,inversions,84,5.536995515695067
R3-I1,oracle1,observed,inversions,85,5.536995515695067
R3-I1,oracle1,observed,inversions,86,5.536995515695067
R3-I1,oracle1,observed,inversions,87,5.536995515695067
R3-I1,oracle1,observed,inversions,88,5.536995515695067
R3-I1,oracle1,observed,inversions,89,5.536995515695067
R3-I1,oracle1,observed,inversions,90,5.536995515695067
R3-I1,oracle1,observed,inversions,91,5.536995515695067
R3-I1,oracle1,observed,inversions,92,5.536995515695067
R3-I1,oracle1,observed,inversions,93,5.536995515695067
R3-I1,oracle1,observed,inversions,94,5.536995515695067
R3-I1,oracle1,observed,inversions,95,5.536995515695067
R3-I1,oracle1,observed,inversions,96,5.536995515695067
R3-I1,oracle1,observed,inversions,97,5.536995515695067
R3-I1,oracle1,observed,inversions,98,5.536995515695067
R3-I1,oracle1,observed,inversions,99,5.536995515695067
R3-I1,oracle1,observed,agreement,0,0.8788116591928252
R3-I1,oracle1,observed,agreement,1,0.8788116591928252
R3-I1,oracle1,observed,agreement,2,0.8788116591928252
R3-I1,oracle1,observed,agreement,3,0.8788116591928252
R3-I1,oracle1,observed,agreement,4,0.8788116591928252
R3-I1,oracle1,observed,agreement,5,0.8788116591928252
R3-I1,oracle1,observed,agreement,6,0.8788116591928252
R3-I1,oracle1,observed,agreement,7,0.8788116591928252
R3-I1,oracle1,observed,agreement,8,0.8788116591928252
R3-I1,oracle1,observed,agreement,9,0.8788116591928252
R3-I1,oracle1,observed,agreement,10,0.8788116591928252
R3-I1,oracle1,observed,agreement,11,0.8788116591928252
R3-I1,oracle1,observed,agreement,12,0.8788116591928252
R3-I1,oracle1,observed,agreement,13,0.8788116591928252
R3-I1,oracle1,observed,agreement,14,0.8788116591928252
R3-I1,oracle1,observed,agreement,15,0.8788116591928252
R3-I1,oracle1,observed,agreement,16,0.8788116591928252
R3-I1,oracle1,observed,agreement,17,0.8788116591928252
R3-I1,oracle1,observed,agreement,18,0.8788116591928252
R3-I1,oracle1,observed,agreement,19,0.8788116591928252
R3-I1,oracle1,observed,agreement,20,0.8788116591928252
R3-I1,oracle1,observed,agreement,21,0.8788116591928252
R3-I1,oracle1,observed,agreement,22,0.8788116591928252
R3-I1,oracle1,observed,agreement,23,0.8788116591928252
R3-I1,oracle1,observed,agreement,24,0.8788116591928252
R3-I1,oracle1,observed,agreement,25,0.8788116591928252
R3-I1,oracle1,observed,agreement,26,0.8788116591928252
R3-I1,oracle1,observed,agreement,27,0.8788116591928252
R3-I1,oracle1,observed,agreement,28,0.8788116591928252
R3-I1,oracle1,observed,agreement,29,0.8788116591928252
R3-I1,oracle1,observed,agreement,30,0.8788116591928252
R3-I1,oracle1,observed,agreement,31,0.8788116591928252
R3-I1,oracle1,observed,agreement,32,0.8788116591928252
R3-I1,oracle1,observed,agreement,33,0.8788116591928252
R3-I1,oracle1,observed,agreement,34,0.8788116591928252
R3-I1,oracle1,observed,agreement,35,0.8788116591928252
R3-I1,oracle1,observed,agreement,36,0.8788116591928252
R3-I1,oracle1,observed,agreement,37,0.8788116591928252
R3-I1,oracle1,observed,agreement,38,0.8788116591928252
R3-I1,oracle1,observed,agreement,39,0.8788116591928252
R3-I1,oracle1,observed,agreement,40,0.8788116591928252
R3-I1,oracle1,observed,agreement,41,0.8788116591928252
R3-I1,oracle1,observed,agreement,42,0.8788116591928252
R3-I1,oracle1,observed,agreement,43,0.8788116591928252
R3-I1,oracle1,observed,agreement,44,0.8788116591928252
R3-I1,oracle1,observed,agreement,45,0.8788116591928252
R3-I1,oracle1,observed,agreement,46,0.8788116591928252
R3-I1,oracle1,observed,agreement,47,0.8788116591928252
R3-I1,oracle1,observed,agreement,48,0.8788116591928252
R3-I1,oracle1,observed,agreement,49,0.8788116591928252
R3-I1,oracle1,observed,agreement,50,0.8788116591928252
R3-I1,oracle1,observed,agreement,51,0.8788116591928252
R3-I1,oracle1,observed,agreement,52,0.8788116591928252
R3-I1,oracle1,observed,agreement,53,0.8788116591928252
R3-I1,oracle1,observed,agreement,54,0.8788116591928252
R3-I1,oracle1,observed,agreement,55,0.8788116591928252
R3-I1,oracle1,observed,agreement,56,0.8788116591928252
R3-I1,oracle1,observed,agreement,57,0.8788116591928252
R3-I1,oracle1,observed,agreement,58,0.8788116591928252
R3-I1,oracle1,observed,agreement,59,0.8788116591928252
R3-I1,oracle1,observed,agreement,60,0.8788116591928252
R3-I1,oracle1,observed,agreement,61,0.8788116591928252
R3-I1,oracle1,observed,agreement,62,0.8788116591928252
R3-I1,oracle1,observed,agreement,63,0.8788116591928252
R3-I1,oracle1,observed,agreement,64,0.8788116591928252
R3-I1,oracle1,observed,agreement,65,0.8788116591928252
R3-I1,oracle1,observed,agreement,66,0.8788116591928252
R3-I1,oracle1,observed,agreement,67,0.8788116591928252
R3-I1,oracle1,observed,agreement,68,0.8788116591928252
R3-I1,oracle1,observed,agreement,69,0.8788116591928252
R3-I1,oracle1,observed,agreement,70,0.8788116591928252
R3-I1,oracle1,observed,agreement,71,0.8788116591928252
R3-I1,oracle1,observed,agreement,72,0.8788116591928252
R3-I1,oracle1,observed,agreement,73,0.8788116591928252
R3-I1,oracle1,observed,agreement,74,0.8788116591928252
R3-I1,oracle1,observed,agreement,75,0.8788116591928252
R3-I1,oracle1,observed,agreement,76,0.8788116591928252
R3-I1,oracle1,observed,agreement,77,0.8788116591928252
R3-I1,oracle1,observed,agreement,78,0.8788116591928252
R3-I1,oracle1,observed,agreement,79,0.8788116591928252
R3-I1,oracle1,observed,agreement,80,0.8788116591928252
R3-I1,oracle1,observed,agreement,81,0.8788116591928252
R3-I1,oracle1,observed,agreement,82,0.8788116591928252
R3-I1,oracle1,observed,agreement,83,0.8788116591928252
R3-I1,oracle1,observed,agreement,84,0.8788116591928252
R3-I1,oracle1,observed,agreement,85,0.8788116591928252
R3-I1,oracle1,observed,agreement,86,0.8788116591928252
R3-I1,oracle1,observed,agreement,87,0.8788116591928252
R3-I1,oracle1,observed,agreement,88,0.8788116591928252
R3-I1,oracle1,observed,agreement,89,0.8788116591928252
R3-I1,oracle1,observed,agreement,90,0.8788116591928252
R3-I1,oracle1,observed,agreement,91,0.8788116591928252
R3-I1,oracle1,observed,agreement,92,0.8788116591928252
R3-I1,oracle1,observed,agreement,93,0.8788116591928252
R3-I1,oracle1,observed,agreement,94,0.8788116591928252
R3-I1,oracle1,observed,agreement,95,0.8788116591928252
R3-I1,oracle1,observed,agreement,96,0.8788116591928252
R3-I1,oracle1,observed,agreement,97,0.8788116591928252
R3-I1,oracle1,observed,agreement,98,0.8788116591928252
R3-I1,oracle1,observed,agreement,99,0.8788116591928252
R3-I1,oracle1,observed,harmful_fraction,0,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,1,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,2,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,3,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,4,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,5,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,6,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,7,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,8,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,9,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,10,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,11,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,12,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,13,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,14,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,15,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,16,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,17,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,18,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,19,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,20,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,21,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,22,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,23,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,24,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,25,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,26,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,27,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,28,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,29,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,30,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,31,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,32,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,33,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,34,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,35,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,36,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,37,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,38,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,39,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,40,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,41,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,42,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,43,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,44,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,45,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,46,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,47,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,48,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,49,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,50,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,51,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,52,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,53,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,54,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,55,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,56,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,57,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,58,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,59,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,60,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,61,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,62,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,63,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,64,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,65,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,66,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,67,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,68,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,69,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,70,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,71,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,72,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,73,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,74,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,75,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,76,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,77,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,78,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,79,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,80,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,81,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,82,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,83,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,84,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,85,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,86,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,87,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,88,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,89,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,90,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,91,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,92,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,93,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,94,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,95,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,96,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,97,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,98,0.812920403587444
R3-I1,oracle1,observed,harmful_fraction,99,0.812920403587444
R3-I1,oracle1,N0,loss,0,0.15997757847533634
R3-I1,oracle1,N0,loss,1,0.15978139013452916
R3-I1,oracle1,N0,loss,2,0.160832399103139
R3-I1,oracle1,N0,loss,3,0.1594310538116592
R3-I1,oracle1,N0,loss,4,0.16004764573991032
R3-I1,oracle1,N0,loss,5,0.15901065022421523
R3-I1,oracle1,N0,loss,6,0.15975336322869954
R3-I1,oracle1,N0,loss,7,0.15903867713004485
R3-I1,oracle1,N0,loss,8,0.15878643497757847
R3-I1,oracle1,N0,loss,9,0.15922085201793723
R3-I1,oracle1,N0,loss,10,0.15948710762331839
R3-I1,oracle1,N0,loss,11,0.15823991031390133
R3-I1,oracle1,N0,loss,12,0.1578755605381166
R3-I1,oracle1,N0,loss,13,0.1600756726457399
R3-I1,oracle1,N0,loss,14,0.15948710762331839
R3-I1,oracle1,N0,loss,15,0.15997757847533634
R3-I1,oracle1,N0,loss,16,0.159585201793722
R3-I1,oracle1,N0,loss,17,0.15828195067264575
R3-I1,oracle1,N0,loss,18,0.15948710762331839
R3-I1,oracle1,N0,loss,19,0.15838004484304932
R3-I1,oracle1,N0,loss,20,0.15922085201793723
R3-I1,oracle1,N0,loss,21,0.15836603139013453
R3-I1,oracle1,N0,loss,22,0.15973934977578474
R3-I1,oracle1,N0,loss,23,0.15835201793721973
R3-I1,oracle1,N0,loss,24,0.1593609865470852
R3-I1,oracle1,N0,loss,25,0.15903867713004485
R3-I1,oracle1,N0,loss,26,0.15840807174887891
R3-I1,oracle1,N0,loss,27,0.1593469730941704
R3-I1,oracle1,N0,loss,28,0.16060818385650225
R3-I1,oracle1,N0,loss,29,0.15845011210762333
R3-I1,oracle1,N0,loss,30,0.15871636771300449
R3-I1,oracle1,N0,loss,31,0.15989349775784753
R3-I1,oracle1,N0,loss,32,0.15888452914798207
R3-I1,oracle1,N0,loss,33,0.16001961883408072
R3-I1,oracle1,N0,loss,34,0.16081838565022422
R3-I1,oracle1,N0,loss,35,0.15902466367713006
R3-I1,oracle1,N0,loss,36,0.15926289237668162
R3-I1,oracle1,N0,loss,37,0.15980941704035875
R3-I1,oracle1,N0,loss,38,0.15742713004484304
R3-I1,oracle1,N0,loss,39,0.1600756726457399
R3-I1,oracle1,N0,loss,40,0.15818385650224215
R3-I1,oracle1,N0,loss,41,0.15913677130044843
R3-I1,oracle1,N0,loss,42,0.15905269058295965
R3-I1,oracle1,N0,loss,43,0.15838004484304932
R3-I1,oracle1,N0,loss,44,0.15884248878923768
R3-I1,oracle1,N0,loss,45,0.1592909192825112
R3-I1,oracle1,N0,loss,46,0.1593469730941704
R3-I1,oracle1,N0,loss,47,0.15922085201793723
R3-I1,oracle1,N0,loss,48,0.15920683856502243
R3-I1,oracle1,N0,loss,49,0.15830997757847534
R3-I1,oracle1,N0,loss,50,0.15957118834080716
R3-I1,oracle1,N0,loss,51,0.16051008968609864
R3-I1,oracle1,N0,loss,52,0.1594030269058296
R3-I1,oracle1,N0,loss,53,0.15961322869955158
R3-I1,oracle1,N0,loss,54,0.1600896860986547
R3-I1,oracle1,N0,loss,55,0.15952914798206277
R3-I1,oracle1,N0,loss,56,0.15908071748878924
R3-I1,oracle1,N0,loss,57,0.15830997757847534
R3-I1,oracle1,N0,loss,58,0.1600616591928251
R3-I1,oracle1,N0,loss,59,0.159375
R3-I1,oracle1,N0,loss,60,0.15997757847533634
R3-I1,oracle1,N0,loss,61,0.15913677130044843
R3-I1,oracle1,N0,loss,62,0.16034192825112106
R3-I1,oracle1,N0,loss,63,0.1586042600896861
R3-I1,oracle1,N0,loss,64,0.15899663677130044
R3-I1,oracle1,N0,loss,65,0.16105661434977578
R3-I1,oracle1,N0,loss,66,0.1600756726457399
R3-I1,oracle1,N0,loss,67,0.15912275784753363
R3-I1,oracle1,N0,loss,68,0.15845011210762333
R3-I1,oracle1,N0,loss,69,0.15812780269058296
R3-I1,oracle1,N0,loss,70,0.1594730941704036
R3-I1,oracle1,N0,loss,71,0.15832399103139014
R3-I1,oracle1,N0,loss,72,0.1601597533632287
R3-I1,oracle1,N0,loss,73,0.15976737668161434
R3-I1,oracle1,N0,loss,74,0.15973934977578474
R3-I1,oracle1,N0,loss,75,0.15915078475336322
R3-I1,oracle1,N0,loss,76,0.1585482062780269
R3-I1,oracle1,N0,loss,77,0.15833800448430493
R3-I1,oracle1,N0,loss,78,0.16123878923766816
R3-I1,oracle1,N0,loss,79,0.15873038116591928
R3-I1,oracle1,N0,loss,80,0.15980941704035875
R3-I1,oracle1,N0,loss,81,0.15924887892376682
R3-I1,oracle1,N0,loss,82,0.16027186098654708
R3-I1,oracle1,N0,loss,83,0.15917881165919281
R3-I1,oracle1,N0,loss,84,0.15829596412556055
R3-I1,oracle1,N0,loss,85,0.159304932735426
R3-I1,oracle1,N0,loss,86,0.16046804932735426
R3-I1,oracle1,N0,loss,87,0.15961322869955158
R3-I1,oracle1,N0,loss,88,0.1609164798206278
R3-I1,oracle1,N0,loss,89,0.15839405829596412
R3-I1,oracle1,N0,loss,90,0.16046804932735426
R3-I1,oracle1,N0,loss,91,0.1593469730941704
R3-I1,oracle1,N0,loss,92,0.16128082959641254
R3-I1,oracle1,N0,loss,93,0.16041199551569507
R3-I1,oracle1,N0,loss,94,0.15966928251121076
R3-I1,oracle1,N0,loss,95,0.15888452914798207
R3-I1,oracle1,N0,loss,96,0.15896860986547084
R3-I1,oracle1,N0,loss,97,0.1579035874439462
R3-I1,oracle1,N0,loss,98,0.15971132286995515
R3-I1,oracle1,N0,loss,99,0.1608884529147982
R3-I1,oracle1,N0,recall,0,0.8400224215246637
R3-I1,oracle1,N0,recall,1,0.8402186098654708
R3-I1,oracle1,N0,recall,2,0.8391676008968609
R3-I1,oracle1,N0,recall,3,0.8405689461883408
R3-I1,oracle1,N0,recall,4,0.8399523542600897
R3-I1,oracle1,N0,recall,5,0.8409893497757848
R3-I1,oracle1,N0,recall,6,0.8402466367713004
R3-I1,oracle1,N0,recall,7,0.8409613228699552
R3-I1,oracle1,N0,recall,8,0.8412135650224215
R3-I1,oracle1,N0,recall,9,0.8407791479820628
R3-I1,oracle1,N0,recall,10,0.8405128923766816
R3-I1,oracle1,N0,recall,11,0.8417600896860986
R3-I1,oracle1,N0,recall,12,0.8421244394618834
R3-I1,oracle1,N0,recall,13,0.83992432735426
R3-I1,oracle1,N0,recall,14,0.8405128923766816
R3-I1,oracle1,N0,recall,15,0.8400224215246637
R3-I1,oracle1,N0,recall,16,0.8404147982062781
R3-I1,oracle1,N0,recall,17,0.8417180493273543
R3-I1,oracle1,N0,recall,18,0.8405128923766816
R3-I1,oracle1,N0,recall,19,0.8416199551569506
R3-I1,oracle1,N0,recall,20,0.8407791479820628
R3-I1,oracle1,N0,recall,21,0.8416339686098655
R3-I1,oracle1,N0,recall,22,0.8402606502242153
R3-I1,oracle1,N0,recall,23,0.8416479820627802
R3-I1,oracle1,N0,recall,24,0.8406390134529148
R3-I1,oracle1,N0,recall,25,0.8409613228699552
R3-I1,oracle1,N0,recall,26,0.8415919282511211
R3-I1,oracle1,N0,recall,27,0.8406530269058295
R3-I1,oracle1,N0,recall,28,0.8393918161434978
R3-I1,oracle1,N0,recall,29,0.8415498878923767
R3-I1,oracle1,N0,recall,30,0.8412836322869955
R3-I1,oracle1,N0,recall,31,0.8401065022421524
R3-I1,oracle1,N0,recall,32,0.841115470852018
R3-I1,oracle1,N0,recall,33,0.8399803811659193
R3-I1,oracle1,N0,recall,34,0.8391816143497758
R3-I1,oracle1,N0,recall,35,0.8409753363228699
R3-I1,oracle1,N0,recall,36,0.8407371076233184
R3-I1,oracle1,N0,recall,37,0.8401905829596412
R3-I1,oracle1,N0,recall,38,0.8425728699551569
R3-I1,oracle1,N0,recall,39,0.83992432735426
R3-I1,oracle1,N0,recall,40,0.8418161434977578
R3-I1,oracle1,N0,recall,41,0.8408632286995515
R3-I1,oracle1,N0,recall,42,0.8409473094170403
R3-I1,oracle1,N0,recall,43,0.8416199551569506
R3-I1,oracle1,N0,recall,44,0.8411575112107623
R3-I1,oracle1,N0,recall,45,0.8407090807174888
R3-I1,oracle1,N0,recall,46,0.8406530269058295
R3-I1,oracle1,N0,recall,47,0.8407791479820628
R3-I1,oracle1,N0,recall,48,0.8407931614349776
R3-I1,oracle1,N0,recall,49,0.8416900224215247
R3-I1,oracle1,N0,recall,50,0.8404288116591928
R3-I1,oracle1,N0,recall,51,0.8394899103139013
R3-I1,oracle1,N0,recall,52,0.8405969730941704
R3-I1,oracle1,N0,recall,53,0.8403867713004485
R3-I1,oracle1,N0,recall,54,0.8399103139013453
R3-I1,oracle1,N0,recall,55,0.8404708520179373
R3-I1,oracle1,N0,recall,56,0.8409192825112107
R3-I1,oracle1,N0,recall,57,0.8416900224215247
R3-I1,oracle1,N0,recall,58,0.8399383408071749
R3-I1,oracle1,N0,recall,59,0.840625
R3-I1,oracle1,N0,recall,60,0.8400224215246637
R3-I1,oracle1,N0,recall,61,0.8408632286995515
R3-I1,oracle1,N0,recall,62,0.839658071748879
R3-I1,oracle1,N0,recall,63,0.8413957399103139
R3-I1,oracle1,N0,recall,64,0.8410033632286995
R3-I1,oracle1,N0,recall,65,0.8389433856502242
R3-I1,oracle1,N0,recall,66,0.83992432735426
R3-I1,oracle1,N0,recall,67,0.8408772421524664
R3-I1,oracle1,N0,recall,68,0.8415498878923767
R3-I1,oracle1,N0,recall,69,0.8418721973094171
R3-I1,oracle1,N0,recall,70,0.8405269058295964
R3-I1,oracle1,N0,recall,71,0.8416760089686098
R3-I1,oracle1,N0,recall,72,0.8398402466367713
R3-I1,oracle1,N0,recall,73,0.8402326233183857
R3-I1,oracle1,N0,recall,74,0.8402606502242153
R3-I1,oracle1,N0,recall,75,0.8408492152466368
R3-I1,oracle1,N0,recall,76,0.8414517937219731
R3-I1,oracle1,N0,recall,77,0.8416619955156951
R3-I1,oracle1,N0,recall,78,0.8387612107623318
R3-I1,oracle1,N0,recall,79,0.8412696188340807
R3-I1,oracle1,N0,recall,80,0.8401905829596412
R3-I1,oracle1,N0,recall,81,0.8407511210762332
R3-I1,oracle1,N0,recall,82,0.8397281390134529
R3-I1,oracle1,N0,recall,83,0.8408211883408072
R3-I1,oracle1,N0,recall,84,0.8417040358744394
R3-I1,oracle1,N0,recall,85,0.840695067264574
R3-I1,oracle1,N0,recall,86,0.8395319506726457
R3-I1,oracle1,N0,recall,87,0.8403867713004485
R3-I1,oracle1,N0,recall,88,0.8390835201793722
R3-I1,oracle1,N0,recall,89,0.8416059417040359
R3-I1,oracle1,N0,recall,90,0.8395319506726457
R3-I1,oracle1,N0,recall,91,0.8406530269058295
